reviews,labels
This quiz sucks and Harry Potter sucks ok bye..,0
The Da Vinci Code was absolutely AWESOME!,1
Da Vinci Code sucks.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I loved the da vinci code....,1
So I decided that having an invisibility cloak like Harry Potter would be excellent.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"^ my prediction was correct, mission impossible 3 was a lousy movie...",0
"I liked the first "" Mission Impossible.",1
I love Harry Potter.,1
I love Harry Potter.,1
The Da Vinci Code was absolutely AWESOME!,1
The Da Vinci Code is awesome..,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I, too, like Harry Potter..",1
Brokeback Mountain is fucking horrible..,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I love Harry Potter.,1
I love Harry Potter..,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
i loved brokeback mountain!,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Mission Impossible 3 was excellent.,1
"Its hard to decide on what move ti see when there are 2 good ones playing, I would love to see the Da Vinci Code but on the other hand Over The Hedge looks very funny...",1
"Then again, the Da Vinci code is super shitty movie, and it made like 700 million.",0
Brokeback mountain was beautiful...,1
dudeee i LOVED brokeback mountain!!!!,1
i love being a sentry for mission impossible and a station for bonkers.,1
Mission Impossible 3 sucks.......,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
I love Brokeback Mountain....,1
mission impossible 2 rocks!!....,1
This is why I hate the Da Vinci Code: because it takes nothing but a fucking pop culture phenomenon to get people to question things.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
and the da vinci code is an awesome book!,1
This quiz sucks and Harry Potter sucks ok bye..,0
I used to hate Harry Potter...,0
and i love reading da vinci code.....,1
"I liked Crash a lot, I liked Brokeback Mountain, but GN & GL was the important movie that the other two were hyped as being...",1
I love Brokeback Mountain....,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I love Brokeback Mountain.,1
I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles.,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
My dad's being stupid about brokeback mountain...,0
why may you ask well I love Mission Impossible stories.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
the people who are worth it know how much i love the da vinci code.,1
"said "" The Da Vinci Code "" suck..",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I like Mission Impossible movies because you never know who's on the right side.,1
Da Vinci Code sucks.,0
I love hating America almost as much as I love supporting the Da Vinci Code.,1
Brokeback Mountain is a really depressing movie...,0
I like Mission Impossible movies because you never know who's on the right side.,1
"I don't care what anyone says, Brokeback Mountain was a shitty movie...",0
"I, too, like Harry Potter..",1
I love Brokeback Mountain....,1
I love Harry Potter..,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I liked the first "" Mission Impossible.",1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Oh, and Brokeback Mountain was a terrible movie.",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
My dad's being stupid about brokeback mountain...,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucked..,0
Brokeback Mountain was boring.,0
mission impossible 2 rocks!!....,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I enjoy reading Harry Potter.,1
Mission Impossible 3 was awesome too I agree.,1
I love Harry Potter.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Its freezing cold up there! -......-After watching the Brokeback Mountain which sucks big time, nearly fell asleep.",0
The Da Vinci Code sucked.,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"I, too, like Harry Potter..",1
Mission Impossible 3 was excellent.,1
mission impossible 2 rocks!!....,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter..,1
Da Vinci Code sucked..,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
Brokeback mountain was beautiful...,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
So Brokeback Mountain was really depressing.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Is it just me, or does Harry Potter suck?...",0
I'd love to go see Da Vinci Code but probably not next week.,1
dudeee i LOVED brokeback mountain!!!!,1
"X3-good, Nacho Libre-sucked, Da Vinci Code-sucked, Cars-good, Over the Hedge-good, T hank You For Smoking-had its moments...)",0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I love Brokeback Mountain....,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
Deciding how I want the 7th Harry Potter to go -..,1
Oh and mission impossible 3 was awesome.,1
The Da Vinci Code is awesome!!,1
"I also, liked Mission Impossible 3.",1
I hate Harry Potter.,0
brokeback mountain was so stupid.,0
Brokeback Mountain was so awesome.,1
I love Brokeback Mountain.,1
Brokeback Mountain was an AWESOME movie.,1
I love The Da Vinci Code...,1
The Da Vinci Code sucked big time.,0
Brokeback Mountain is fucking horrible..,0
I love Harry Potter..,1
we're gonna like watch Mission Impossible or Hoot.(,1
I love Brokeback Mountain.,1
Brokeback Mountain was so awesome.,1
Brokeback Mountain is fucking horrible..,0
Brokeback Mountain was an AWESOME movie.,1
"Anyway, thats why I love "" Brokeback Mountain.",1
"It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited.",1
I love Brokeback Mountain...,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
man i loved brokeback mountain!,1
"yeah, da vinci code is an awesome movie i liked it pretty interesting.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
So Brokeback Mountain was really depressing.,0
man i loved brokeback mountain!,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I love Brokeback Mountain.,1
mission impossible 2 rocks!!....,1
My dad's being stupid about brokeback mountain...,0
mission impossible 2 rocks!!....,1
This quiz sucks and Harry Potter sucks ok bye..,0
Brokeback Mountain is fucking horrible..,0
"I liked the first "" Mission Impossible.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
i love being a sentry for mission impossible and a station for bonkers.,1
"Mission Impossible 3 is an awesome movie guys, really good movie.",1
The Da Vinci Code is awesome!..,1
I wanted desperately to love'The Da Vinci Code as a film.,1
da vinci code was an awesome movie...,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
i heard that the da vinci code sucks especially compared to the book.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
This quiz sucks and Harry Potter sucks ok bye..,0
I love The Da Vinci Code...,1
Love the Harry Potter series though I try not to talk about it too much..,1
I love Brokeback Mountain.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Christain Lynne is sucking, Harry Potter is sucking, the Devil is sucking, EVERYONE.",0
"Is it just me, or does Harry Potter suck?...",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture.",1
anyways Mission Impossible 3 is awesome too....,1
Da Vinci Code sucked..,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love Brokeback Mountain....,1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was so awesome.,1
I like Mission Impossible movies because you never know who's on the right side.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback mountain was beautiful...,1
da vinci code sucks...,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucked..,0
da vinci code sucks...,0
i heard da vinci code sucked soo much only 2.5 stars:,0
Write us a Harry Potter poem for a chance to win a fabulous Harry Potter prize!!..,1
"we saw the da vinci code, which kinda sucked in an okay way.",0
The Da Vinci Code is awesome..,1
If Jesus is fabricated a la the Da Vinci Code then Christianity is worthless...,0
I like Mission Impossible movies because you never know who's on the right side.,1
"Is it just me, or does Harry Potter suck?...",0
These Harry Potter movies really suck.,0
The Da Vinci Code sucked big time.,0
Da Vinci Code sucks.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
"But if Crash won the academy award, Brokeback Mountain must have sucked harder than cowboys in a pup-tent...",0
"I absolutely LOVE Harry Potter, as you can tell already.",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Brokeback Mountain is fucking horrible..,0
Ok brokeback mountain is such a horrible movie.,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
His new track for Mission Impossible 3 is probably the dumbest thing I've ever heard.,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I liked the first "" Mission Impossible.",1
"yeah, I love Harry Potter to death, lol!..",1
Brokeback Mountain was so awesome.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"I love "" The Da Vinci Code!",1
I love The Da Vinci Code...,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
The Da Vinci Code is awesome!!,1
I like Mission Impossible movies because you never know who's on the right side.,1
I'm not a big TC fan either but I like Mission Impossible.,1
da vinci code was an awesome movie...,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
love Harry Potter.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
the last stand and Mission Impossible 3 both were awesome movies.,1
The Da Vinci Code was absolutely AWESOME!,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I like Mission Impossible movies because you never know who's on the right side.,1
My dad's being stupid about brokeback mountain...,0
I love Harry Potter.,1
Brokeback Mountain was an AWESOME movie.,1
Come out of the closet and please stop making those terrible Mission Impossible movies... < $ BlogBacklinkTitle $ > < $ BlogBacklinkSnippet $ >.,0
The Da Vinci Code is awesome..,1
Ok brokeback mountain is such a horrible movie.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
mission impossible 2 rocks!!....,1
im kinda sad that da vinci code sucked(,0
The Da Vinci Code sucked big time.,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love The Da Vinci Code...,1
I love Harry Potter..,1
the last stand and Mission Impossible 3 both were awesome movies.,1
Da Vinci Code sucks be...,0
the people who are worth it know how much i love the da vinci code.,1
Mission Impossible 3 was awesome!!,1
I love Brokeback Mountain....,1
mission impossible 2 rocks!!....,1
My dad's being stupid about brokeback mountain...,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies.",1
I hate Harry Potter.,0
and i love brokeback mountain too...: ]..,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
mission impossible 2 rocks!!....,1
the people who are worth it know how much i love the da vinci code.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I love Harry Potter..,1
we're gonna like watch Mission Impossible or Hoot.(,1
So Brokeback Mountain was really depressing.,0
Da Vinci Code sucks.,0
Brokeback Mountain was boring.,0
the last stand and Mission Impossible 3 both were awesome movies.,1
I love Harry Potter.,1
The Gayness wasn't what made brokeback mountain suck.,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I love Harry Potter.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Brokeback Mountain was boring.,0
I love Brokeback Mountain....,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"I, too, like Harry Potter..",1
Ok brokeback mountain is such a horrible movie.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
The Da Vinci Code is still one of the most awesomest books i've ever read...,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Brokeback Mountain was boring.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
"Friday I went out with Chris and we watched Mission Impossible 3, that was an awesome movie.",1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
the people who are worth it know how much i love the da vinci code.,1
"Mission Impossible III, and it was awesome!",1
Brokeback Mountain was boring.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
The Da vinci Code is so SUCK!!!!!!!(,0
Da Vinci Code sucked..,0
i love brokeback mountain.,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Da Vinci Code sucks be...,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I hate Mission Impossible.,0
mission impossible 2 rocks!!....,1
DA VINCI CODE IS AWESOME!!,1
I hate Harry Potter.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"I love Harry Potter, x-men, LotR, Superman and any other big budget nerd film.",1
Da Vinci Code sucked..,0
Da Vinci Code sucks.,0
da vinci code was an awesome movie...,1
Mission Impossible 3 was excellent.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"I, too, like Harry Potter..",1
"Oh, and Brokeback Mountain was a terrible movie.",0
brokeback mountain is so depressing.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
da vinci code was an awesome movie...,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I hated The Da Vinci Code.,0
i love being a sentry for mission impossible and a station for bonkers.,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I hate Harry Potter.,0
Brokeback Mountain was boring.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Ok brokeback mountain is such a horrible movie.,0
"I, too, like Harry Potter..",1
mission impossible 2 rocks!!....,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
we're gonna like watch Mission Impossible or Hoot.(,1
i loved brokeback mountain!..,1
I loved this mission impossible scenario.,1
Brokeback mountain was beautiful...,1
man i loved brokeback mountain!,1
mission impossible 2 rocks!!....,1
"Hey Friends,. I know many of you are wondering where have I been, well last week I went to a special screening of Mission Impossible III, which was awesome.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
My dad's being stupid about brokeback mountain...,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Brokeback Mountain sucks!!!.. < _ <.. > _ >...,0
Brokeback mountain was beautiful...,1
The Da Vinci Code is awesome!!,1
Da Vinci Code sucks.,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
Mission Impossible 3 was excellent.,1
I love Brokeback Mountain.,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Mission Impossible 3 was excellent.,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
man i loved brokeback mountain!,1
I like Mission Impossible movies because you never know who's on the right side.,1
My dad's being stupid about brokeback mountain...,0
Brokeback Mountain was so awesome.,1
Brokeback Mountain is so depressing.(,0
.-wish me luck as i go attempt to crack some motherfuckers tonite..-da vinci code can suck my balls..-poseidon can suck my balls..-hooray for Memoirs of a Geisha.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
we're gonna like watch Mission Impossible or Hoot.(,1
brokeback mountain is a beautiful story-i hope you get your hands on a copy.,1
man i loved brokeback mountain!,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Da Vinci Code sucked..,0
I suppose you could say that I hate Harry Potter because he's everything I'm not.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Harry Potter sucks.,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
The Da Vinci Code sucked big time.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
dudeee i LOVED brokeback mountain!!!!,1
Love luv lubb the Da Vinci Code!,1
I wanted desperately to love'The Da Vinci Code as a film.,1
The actor who plays Harry Potter sucks so does the new Dumbledor.,0
The Da Vinci Code sucked big time.,0
mission impossible 2 rocks!!....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I wanted desperately to love'The Da Vinci Code as a film.,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
the last stand and Mission Impossible 3 both were awesome movies.,1
I hate Harry Potter.,0
DA VINCI CODE IS AWESOME!!,1
mission impossible 2 rocks!!....,1
dudeee i LOVED brokeback mountain!!!!,1
we're gonna like watch Mission Impossible or Hoot.(,1
man i loved brokeback mountain!,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
the last stand and Mission Impossible 3 both were awesome movies.,1
I love Harry Potter.,1
Brokeback Mountain is boring..,0
Love luv lubb the Da Vinci Code!,1
"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first.",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
but i also hate brokeback mountain and am kind of glad that it lost.,0
Brokeback Mountain is fucking horrible..,0
i heard da vinci code sucked soo much only 2.5 stars:,0
I love Brokeback Mountain.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
mission impossible 2 rocks!!....,1
Brokeback Mountain is fucking horrible..,0
The Harry Potter picture is awesome.,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I've seen X-Men three times and the Da Vinci Code royally sucked...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I, too, like Harry Potter..",1
Mission Impossible three sucked.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
The Da Vinci Code book is just awesome.,1
The Da Vinci Code sucked big time.,0
we're gonna like watch Mission Impossible or Hoot.(,1
Brokeback Mountain sucked.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
the people who are worth it know how much i love the da vinci code.,1
the Da Vinci Code sucked.,0
dudeee i LOVED brokeback mountain!!!!,1
Brokeback Mountain was an AWESOME movie.,1
This quiz sucks and Harry Potter sucks ok bye..,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I love Harry Potter.,1
but then when i came home tiffani made us all watch brokeback mountain which was horrible...,0
Da Vinci Code sucks be...,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"Oh, and Brokeback Mountain was a terrible movie.",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
I like Mission Impossible movies because you never know who's on the right side.,1
The Da Vinci Code was absolutely AWESOME!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
da vinci code sucks...,0
"Oh, and Brokeback Mountain was a terrible movie.",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
so we ran off because we HATED Top Gun / Mission Impossible 2 / Cocktail.,0
My dad's being stupid about brokeback mountain...,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Da Vinci Code sucks be...,0
I hate Harry Potter.,0
I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.,1
i love being a sentry for mission impossible and a station for bonkers.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
I hate Harry Potter.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"Its weird, I like Tom Cruise movies, but I hate the Mission impossible films....",0
I wanted desperately to love'The Da Vinci Code as a film.,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
the Da Vinci Code suck ass..,0
Mission Impossible 3 was excellent.,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Friday-Harry Potter Feast = AMAZING!,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
MISSION IMPOSSIBLE 3 was awesome x).. < 3..,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Brokeback Mountain was just as depressing as the first time, but I'm glad I went to see it again.",0
brokeback mountain was a HORRIBLE movie...,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I love Harry Potter.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucks be...,0
Brokeback Mountain was boring.,0
da vinci code movie = sucks..,0
I love the shoes and the Harry Potter picture.,1
We will love our gay-scientologist-mission impossible hero...,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Ok brokeback mountain is such a horrible movie.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Brokeback mountain was beautiful...,1
The Da Vinci Code is awesome!!,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
I love Harry Potter.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
Score-Brokeback Mountain had a beautiful score.,1
I love Brokeback Mountain.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
i love being a sentry for mission impossible and a station for bonkers.,1
lol i love brokeback mountain.,1
OMG I loved Brokeback Mountain!,1
I love Brokeback Mountain....,1
I love Harry Potter.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"i loved the first mission impossible, the second was quite a let down, but the third...",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
da vinci code sucks...,0
Brokeback Mountain is fucking horrible..,0
I wanted desperately to love'The Da Vinci Code as a film.,1
Brokeback mountain was beautiful...,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
also loved the da vinci code..,1
i love being a sentry for mission impossible and a station for bonkers.,1
I love Harry Potter..,1
It stayed on the whole way there and the whole way back.-Jill is staying with me next weekend.-Mission Impossible III sucks.,0
ya da vinci code really sucked....,0
Mission Impossible 3 was excellent.,1
Brokeback Mountain was an AWESOME movie.,1
"Is it just me, or does Harry Potter suck?...",0
i love being a sentry for mission impossible and a station for bonkers.,1
I love The Da Vinci Code...,1
Da Vinci Code sucks.,0
the last stand and Mission Impossible 3 both were awesome movies.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
i love being a sentry for mission impossible and a station for bonkers.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
mission impossible 2 rocks!!....,1
dudeee i LOVED brokeback mountain!!!!,1
"The Da Vinci Code was so awesome, I cannot even begin to comprehend nor explain the awesomeness of its hardcore, awesome power of awesomeness.....",1
